question,raw_output,numeric_output
What was the year of death of the politician Einar Thambarskelfir?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the politician Einar Thambarskelfir?
Answer: 1030
Explanation: Einar Thambarskelfir was a Norwegian politician who lived from 970 to 1030. He was the son of Thorgils S",-200
What was the year of death of the politician Manuel Serifo Nhamadjo?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the politician Manuel Serifo Nhamadjo?
Answer: 2014
Explanation: Manuel Serifo Nhamadjo was a politician from Guinea-Bissau. He was born on 25 November 19",-200
What was the year of death of the politician Pranab Mukherjee?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the politician Pranab Mukherjee?
Answer: 2020
Explanation: Pranab Mukherjee was an Indian politician who served as the 13th President of India from 2012 t",-200
What was the year of death of the politician Joseph zu Salm-Reifferscheidt-Dyck?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the politician Joseph zu Salm-Reifferscheidt-Dyck?
Answer: 1790
Explanation: Joseph zu Salm-Reifferscheidt-Dyck was born in 1722 and died in 1790.",-200
What was the year of death of the scientist Sidi Boushaki?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the scientist Sidi Boushaki?
Answer: 2008
Explanation: Sidi Boushaki was born in 1970. He died in 2008.",-200
What was the year of death of the politician Wojciech Korfanty?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the politician Wojciech Korfanty?
Answer: 1969
Explanation: Wojciech Korfanty was a Polish politician, journalist, and activist. He was born on 20 March 1",-200
What was the year of death of the politician Jānis Akuraters?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the politician Jānis Akuraters?
Answer: 1920
Explanation: Jānis Akuraters was a Latvian politician who served as the first Prime Minister of Latvia from 1",-200
What was the year of death of the scientist Émile Coué?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the scientist Émile Coué?
Answer: 1926
Explanation: Émile Coué (1857-1926) was a French psychologist and pharmacist who developed a method of psychotherapy known as Couéism. He is best known for his maxim, ",-200
What was the year of death of the politician Hans von Seeckt?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the politician Hans von Seeckt?
Answer: 1936
Explanation: Hans von Seeckt was a German general and military theorist. He was born in 1866 and died in 1936",-200
What was the year of death of the scientist Kavalam Madhava Panikkar?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the scientist Kavalam Madhava Panikkar?
Answer: 1979
Explanation: Kavalam Madhava Panikkar was an Indian historian, diplomat, and scholar. He was born in 1895 and died in 1979. He was a",-200
What was the year of death of the scientist Telford Taylor?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the scientist Telford Taylor?
Answer: 1998
Explanation: Telford Taylor was an American lawyer and professor who served as the chief prosecutor for the Uni",-200
What was the year of death of the politician Aloys Van de Vyvere?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the politician Aloys Van de Vyvere?
Answer: 1941
Explanation: Aloys Van de Vyvere (1871-1941) was a Belgian politician. He was born in Brussels on 15 May ",-200
What was the year of death of the scientist Ole Jacob Broch?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the scientist Ole Jacob Broch?
Answer: 1828
Explanation: Ole Jacob Broch was a Norwegian scientist who was born in 1773. He died in 1828.",-200
What was the year of death of the scientist Pierre Varignon?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the scientist Pierre Varignon?
Answer: 1722
Explanation: Pierre Varignon was a French mathematician and physicist. He was born in 1654 and died in 1722.",-200
What was the year of death of the scientist Maria Goeppert Mayer?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the scientist Maria Goeppert Mayer?
Answer: 1972
Explanation: Maria Goeppert Mayer was a German-born American theoretical physicist and Nobel laureate. Sh",-200
What was the year of death of the politician Matvei Zakharov?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the politician Matvei Zakharov?
Answer: 1882
Explanation: Matvei Zakharov was a Russian politician who served as the Minister of Finance from 1861 to 1862",-200
What was the year of death of the scientist Song Ci?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the scientist Song Ci?
Answer: 1249
Explanation: Song Ci (宋慈) was a Chinese physician and forensic scientist who lived during the Song Dynasty. He is best",-200
What was the year of death of the politician Letitia Christian Tyler?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the politician Letitia Christian Tyler?
Answer: 1842
Explanation: Letitia Christian Tyler was born on November 12, 1790. She died on September 10, 1842.",-200
What was the year of death of the politician Rodolphe Töpffer?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the politician Rodolphe Töpffer?
Answer: 1846
Explanation: Rodolphe Töpffer was a Swiss artist, writer, and educator. He is considered the inventor of the",-200
What was the year of death of the scientist Emile Zuckerkandl?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the scientist Emile Zuckerkandl?
Answer: 1998
Explanation: Emile Zuckerkandl was a Swiss-born American biochemist and molecular biologist. He was born in ",-200
What was the year of death of the politician Jules Renkin?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the politician Jules Renkin?
Answer: 1934
Explanation: Jules Renkin was a Belgian politician who served as Prime Minister of Belgium from 1931 to 1932. He",-200
What was the year of death of the politician Napoleon III?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the politician Napoleon III?
Answer: 1873
Explanation: Napoleon III was born on April 20, 1808, and died on January 9, 1873.",-200
What was the year of death of the politician Neville Chamberlain?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the politician Neville Chamberlain?
Answer: 1940
Explanation: Neville Chamberlain was a British politician who served as Prime Minister of the United King",-200
What was the year of death of the scientist Khoshbakht Yusifzadeh?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the scientist Khoshbakht Yusifzadeh?
Answer: 2006
Explanation: Khoshbakht Yusifzadeh was a Soviet and Azerbaijani scientist, who was born in 1910 and died",-200
What was the year of death of the scientist Muhammad Kurd Ali?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the scientist Muhammad Kurd Ali?
Answer: 1953
Explanation: Muhammad Kurd Ali was a Syrian historian, writer, and journalist. He was born in Damascus in 18",-200
What was the year of death of the politician Duncan I of Scotland?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the politician Duncan I of Scotland?
Answer: 1040
Explanation: Duncan I of Scotland was born in 1001 and died in 1040.",-200
What was the year of death of the politician John Maynard Keynes?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the politician John Maynard Keynes?
Answer: 1946
Explanation: John Maynard Keynes was a British economist who was born in 1883 and died in 1946. He was a prominent figure in the development of modern macroeconomics and is widely r",-200
What was the year of death of the scientist İhsan Doğramacı?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the scientist İhsan Doğramacı?
Answer: 2003
Explanation: İhsan Doğramacı was born in 1915 and died in 2003.",-200
What was the year of death of the politician Ba Jin?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of death of the politician Ba Jin?
Answer: 2005
Explanation: Ba Jin (1904-2005) was a Chinese writer and political activist. He was born in Chengdu, Sichuan, and died",-200
